   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-03   6.6439486e-03  -6.2097640e-06  -1.9427291e-03
   2.0000000e-03   1.2069418e-02  -2.0980762e-05  -3.0973737e-03
   3.0000000e-03   1.7597289e-02  -4.5524662e-05  -5.8357164e-03
   4.0000000e-03   2.3102731e-02  -8.4307378e-05  -7.8639813e-03
   5.0000000e-03   3.0275817e-02  -1.4790700e-04  -9.9532847e-03
   6.0000000e-03   3.6775222e-02  -2.1856103e-04  -1.1621383e-02
   7.0000000e-03   4.4960190e-02  -3.1992919e-04  -1.3002425e-02
   8.0000000e-03   5.0280289e-02  -3.9520195e-04  -1.5066040e-02
   9.0000000e-03   5.6082149e-02  -4.9002923e-04  -1.7128996e-02
   1.0000000e-02   6.2119182e-02  -6.0031353e-04  -1.9083756e-02
   1.1000000e-02   6.9207385e-02  -7.4283265e-04  -2.1159550e-02
   1.2000000e-02   7.6601069e-02  -9.0781840e-04  -2.3395377e-02
   1.3000000e-02   8.3039003e-02  -1.0656047e-03  -2.5317532e-02
   1.4000000e-02   8.9214241e-02  -1.2301172e-03  -2.7356102e-02
   1.5000000e-02   9.5474177e-02  -1.4095195e-03  -2.9264244e-02
   1.6000000e-02   1.0136040e-01  -1.5892154e-03  -3.1247352e-02
   1.7000000e-02   1.0901750e-01  -1.8352308e-03  -3.3144058e-02
   1.8000000e-02   1.1544138e-01  -2.0554988e-03  -3.5191076e-02
   1.9000000e-02   1.2166454e-01  -2.2825054e-03  -3.7069066e-02
   2.0000000e-02   1.2949459e-01  -2.5796736e-03  -3.8972946e-02
   2.1000000e-02   1.3668099e-01  -2.8687731e-03  -4.1334888e-02
   2.2000000e-02   1.4445569e-01  -3.1977982e-03  -4.3294900e-02
   2.3000000e-02   1.5145768e-01  -3.5094874e-03  -4.5221127e-02
   2.4000000e-02   1.5820475e-01  -3.8222785e-03  -4.7098482e-02
   2.5000000e-02   1.6462790e-01  -4.1323212e-03  -4.9022342e-02
   2.6000000e-02   1.7217564e-01  -4.5104250e-03  -5.1018250e-02
   2.7000000e-02   1.7870424e-01  -4.8523133e-03  -5.3051692e-02
   2.8000000e-02   1.8471264e-01  -5.1797463e-03  -5.5026817e-02
   2.9000000e-02   1.9200240e-01  -5.5880753e-03  -5.6941205e-02
   3.0000000e-02   1.9981089e-01  -6.0406925e-03  -5.8752940e-02
   3.1000000e-02   2.0671296e-01  -6.4533682e-03  -6.0534766e-02
   3.2000000e-02   2.1564021e-01  -6.9967075e-03  -6.0325448e-02
   3.3000000e-02   2.2298728e-01  -7.4478555e-03  -6.2248846e-02
   3.4000000e-02   2.2984565e-01  -7.8836964e-03  -6.4222566e-02
   3.5000000e-02   2.3489681e-01  -8.2163384e-03  -6.6638288e-02
   3.6000000e-02   2.4167210e-01  -8.6758572e-03  -6.9005550e-02
   3.7000000e-02   2.4663838e-01  -9.0255685e-03  -7.0810480e-02
   3.8000000e-02   2.5297926e-01  -9.4859342e-03  -7.4438849e-02
   3.9000000e-02   2.6044747e-01  -1.0047083e-02  -7.5356131e-02
   4.0000000e-02   2.6836708e-01  -1.0648450e-02  -7.6372280e-02
   4.1000000e-02   2.7395118e-01  -1.1084474e-02  -7.9044251e-02
   4.2000000e-02   2.8146847e-01  -1.1687607e-02  -8.1305540e-02
   4.3000000e-02   2.8699632e-01  -1.2146403e-02  -8.3358897e-02
   4.4000000e-02   2.9472626e-01  -1.2799410e-02  -8.5262001e-02
   4.5000000e-02   3.0089479e-01  -1.3336522e-02  -8.7082078e-02
   4.6000000e-02   3.0749400e-01  -1.3924363e-02  -8.8943553e-02
   4.7000000e-02   3.1476059e-01  -1.4580730e-02  -9.0890299e-02
   4.8000000e-02   3.2163579e-01  -1.5215173e-02  -9.2808281e-02
   4.9000000e-02   3.2808556e-01  -1.5824096e-02  -9.4909444e-02
   5.0000000e-02   3.3405490e-01  -1.6400063e-02  -9.7267733e-02
   5.1000000e-02   3.4189966e-01  -1.7173072e-02  -9.9254791e-02
   5.2000000e-02   3.4858590e-01  -1.7850055e-02  -1.0124607e-01
   5.3000000e-02   3.5508268e-01  -1.8521114e-02  -1.0322212e-01
   5.4000000e-02   3.6188984e-01  -1.9233184e-02  -1.0523025e-01
   5.5000000e-02   3.6765766e-01  -1.9851801e-02  -1.0729240e-01
   5.6000000e-02   3.7430143e-01  -2.0576136e-02  -1.0932715e-01
   5.7000000e-02   3.8192775e-01  -2.1419998e-02  -1.1135207e-01
   5.8000000e-02   3.8972338e-01  -2.2298707e-02  -1.1336954e-01
   5.9000000e-02   3.9557512e-01  -2.2972936e-02  -1.1523006e-01
   6.0000000e-02   4.0318968e-01  -2.3860931e-02  -1.1714763e-01
   6.1000000e-02   4.1070805e-01  -2.4750965e-02  -1.1907472e-01
   6.2000000e-02   4.1790900e-01  -2.5619985e-02  -1.2094418e-01
   6.3000000e-02   4.2512454e-01  -2.6503876e-02  -1.2287671e-01
   6.4000000e-02   4.3119801e-01  -2.7263516e-02  -1.2482776e-01
   6.5000000e-02   4.3762608e-01  -2.8078809e-02  -1.2677356e-01
   6.6000000e-02   4.4483273e-01  -2.9004196e-02  -1.2871419e-01
