   0.0000000e+00   2.0000000e+00   5.0000000e+00   7.8539816e-02   0.0000000e+00
   1.0000000e-03   2.0147396e+00   5.0011597e+00   7.8470156e-02  -1.8533952e-02
   2.0000000e-03   2.0288779e+00   5.0022701e+00   7.8269097e-02  -3.8012986e-02
   3.0000000e-03   2.0440865e+00   5.0034603e+00   7.7913471e-02  -5.4892316e-02
   4.0000000e-03   2.0579430e+00   5.0045388e+00   7.7458736e-02  -7.4341653e-02
   5.0000000e-03   2.0735628e+00   5.0057461e+00   7.6813273e-02  -8.9730689e-02
   6.0000000e-03   2.0887019e+00   5.0069057e+00   7.6068980e-02  -1.0563801e-01
   7.0000000e-03   2.1040882e+00   5.0080714e+00   7.5188293e-02  -1.2082727e-01
   8.0000000e-03   2.1179814e+00   5.0091117e+00   7.4278749e-02  -1.3869636e-01
   9.0000000e-03   2.1321769e+00   5.0101605e+00   7.3221997e-02  -1.5567199e-01
   1.0000000e-02   2.1463514e+00   5.0111912e+00   7.2041790e-02  -1.7214947e-01
   1.1000000e-02   2.1619370e+00   5.0123046e+00   7.0627078e-02  -1.8558071e-01
   1.2000000e-02   2.1777010e+00   5.0134067e+00   6.9085929e-02  -1.9851751e-01
   1.3000000e-02   2.1921255e+00   5.0143921e+00   6.7566269e-02  -2.1344921e-01
   1.4000000e-02   2.2065557e+00   5.0153555e+00   6.5936063e-02  -2.2830198e-01
   1.5000000e-02   2.2208373e+00   5.0162846e+00   6.4210941e-02  -2.4280813e-01
   1.6000000e-02   2.2348714e+00   5.0171727e+00   6.2406487e-02  -2.5761908e-01
   1.7000000e-02   2.2503691e+00   5.0181216e+00   6.0304030e-02  -2.6905498e-01
   1.8000000e-02   2.2649928e+00   5.0189890e+00   5.8231745e-02  -2.8195129e-01
   1.9000000e-02   2.2792144e+00   5.0198012e+00   5.6110766e-02  -2.9527297e-01
   2.0000000e-02   2.2948721e+00   5.0206610e+00   5.3680348e-02  -3.0552729e-01
   2.1000000e-02   2.3107449e+00   5.0214925e+00   5.1128254e-02  -3.1536402e-01
   2.2000000e-02   2.3266151e+00   5.0222825e+00   4.8491543e-02  -3.2491765e-01
   2.3000000e-02   2.3419305e+00   5.0230012e+00   4.5854818e-02  -3.3534446e-01
   2.4000000e-02   2.3563888e+00   5.0236437e+00   4.3279996e-02  -3.4688946e-01
   2.5000000e-02   2.3711232e+00   5.0242590e+00   4.0562695e-02  -3.5771906e-01
   2.6000000e-02   2.3870571e+00   5.0248785e+00   3.7538146e-02  -3.6632678e-01
   2.7000000e-02   2.4018683e+00   5.0254102e+00   3.4645658e-02  -3.7640832e-01
   2.8000000e-02   2.4160583e+00   5.0258788e+00   3.1788096e-02  -3.8736725e-01
   2.9000000e-02   2.4316486e+00   5.0263489e+00   2.8567345e-02  -3.9571803e-01
   3.0000000e-02   2.4476369e+00   5.0267727e+00   2.5183111e-02  -4.0326672e-01
   3.1000000e-02   2.4625785e+00   5.0271215e+00   2.1949834e-02  -4.1215434e-01
   3.2000000e-02   2.4768130e+00   5.0274114e+00   1.8794678e-02  -4.2211484e-01
   3.3000000e-02   2.4925237e+00   5.0276783e+00   1.5231210e-02  -4.2939510e-01
   3.4000000e-02   2.5074636e+00   5.0278770e+00   1.1769013e-02  -4.3758925e-01
   3.5000000e-02   2.5215316e+00   5.0280183e+00   8.4353089e-03  -4.4714112e-01
   3.6000000e-02   2.5360697e+00   5.0281141e+00   4.9096724e-03  -4.5560350e-01
   3.7000000e-02   2.5510129e+00   5.0281592e+00   1.2126302e-03  -4.6316386e-01
   3.8000000e-02   2.5668961e+00   5.0281458e+00  -2.7840760e-03  -4.6915513e-01
   3.9000000e-02   2.5818827e+00   5.0280746e+00  -6.6168281e-03  -4.7622463e-01
   4.0000000e-02   2.5973224e+00   5.0279412e+00  -1.0629484e-02  -4.8237788e-01
   4.1000000e-02   2.6125356e+00   5.0277482e+00  -1.4644923e-02  -4.8879231e-01
   4.2000000e-02   2.6283539e+00   5.0274824e+00  -1.8879155e-02  -4.9403572e-01
   4.3000000e-02   2.6429369e+00   5.0271768e+00  -2.2842715e-02  -5.0124637e-01
   4.4000000e-02   2.6591734e+00   5.0267656e+00  -2.7319516e-02  -5.0588698e-01
   4.5000000e-02   2.6736204e+00   5.0263352e+00  -3.1362925e-02  -5.1281325e-01
   4.6000000e-02   2.6886561e+00   5.0258261e+00  -3.5632487e-02  -5.1870162e-01
   4.7000000e-02   2.7044044e+00   5.0252202e+00  -4.0161896e-02  -5.2348715e-01
   4.8000000e-02   2.7194076e+00   5.0245736e+00  -4.4532699e-02  -5.2898594e-01
   4.9000000e-02   2.7342852e+00   5.0238717e+00  -4.8919187e-02  -5.3457038e-01
   5.0000000e-02   2.7491578e+00   5.0231102e+00  -5.3355974e-02  -5.4009820e-01
   5.1000000e-02   2.7652500e+00   5.0222086e+00  -5.8209089e-02  -5.4371420e-01
   5.2000000e-02   2.7800528e+00   5.0213046e+00  -6.2723542e-02  -5.4883228e-01
   5.3000000e-02   2.7946075e+00   5.0203524e+00  -6.7214102e-02  -5.5413374e-01
   5.4000000e-02   2.8096972e+00   5.0193008e+00  -7.1917527e-02  -5.5855151e-01
   5.5000000e-02   2.8239233e+00   5.0182413e+00  -7.6405395e-02  -5.6419354e-01
   5.6000000e-02   2.8389611e+00   5.0170483e+00  -8.1204140e-02  -5.6842416e-01
   5.7000000e-02   2.8548734e+00   5.0157082e+00  -8.6322477e-02  -5.7139122e-01
   5.8000000e-02   2.8709031e+00   5.0142695e+00  -9.1515510e-02  -5.7414708e-01
   5.9000000e-02   2.8849694e+00   5.0129423e+00  -9.6114278e-02  -5.7937887e-01
   6.0000000e-02   2.9009845e+00   5.0113463e+00  -1.0139727e-01  -5.8192690e-01
   6.1000000e-02   2.9169557e+00   5.0096698e+00  -1.0669764e-01  -5.8445314e-01
   6.2000000e-02   2.9323121e+00   5.0079779e+00  -1.1182793e-01  -5.8749559e-01
   6.3000000e-02   2.9479818e+00   5.0061718e+00  -1.1709708e-01  -5.9019645e-01
   6.4000000e-02   2.9625042e+00   5.0044193e+00  -1.2202285e-01  -5.9431597e-01
   6.5000000e-02   2.9773082e+00   5.0025585e+00  -1.2708733e-01  -5.9780526e-01
